"week","sender_label","receiver_label","lr","n_k","n_k_sig","median_z","robust_fraction"
8,"EVT","Erythroblasts","HLA-G->LILRB1",4,0,NA,0
8,"EVT","Erythroblasts","HLA-G->LILRB2",4,0,NA,0
8,"EVT","Erythroblasts","LGALS9->HAVCR2",4,0,NA,0
8,"EVT","Erythroblasts","PGF->FLT1",4,0,NA,0
8,"EVT","Erythroblasts","TGFB1->TGFBR1",4,0,NA,0
8,"EVT","Erythroblasts","TGFB1->TGFBR2",4,0,NA,0
8,"EVT","Erythroblasts","VEGFA->KDR",4,0,NA,0
8,"EVT","FIB1","CSF1->CSF1R",4,0,NA,0
8,"EVT","FIB1","CXCL12->CXCR4",4,0,NA,0
8,"EVT","FIB1","HLA-G->LILRB1",4,0,NA,0
8,"EVT","FIB1","HLA-G->LILRB2",4,0,NA,0
8,"EVT","FIB1","LGALS9->HAVCR2",4,0,NA,0
8,"EVT","FIB1","PGF->FLT1",4,0,NA,0
8,"EVT","FIB1","TGFB1->TGFBR1",4,0,NA,0
8,"EVT","FIB1","TGFB1->TGFBR2",4,0,NA,0
8,"EVT","FIB1","VEGFA->KDR",4,0,NA,0
8,"EVT","FIB2","CSF1->CSF1R",4,0,NA,0
8,"EVT","FIB2","CXCL12->CXCR4",4,0,NA,0
8,"EVT","FIB2","HLA-G->LILRB1",4,0,NA,0
8,"EVT","FIB2","HLA-G->LILRB2",4,0,NA,0
8,"EVT","FIB2","LGALS9->HAVCR2",4,0,NA,0
8,"EVT","FIB2","PGF->FLT1",4,0,NA,0
8,"EVT","FIB2","TGFB1->TGFBR1",4,0,NA,0
8,"EVT","FIB2","TGFB1->TGFBR2",4,0,NA,0
8,"EVT","FIB2","VEGFA->KDR",4,0,NA,0
8,"EVT","Hofbauer cells","CSF1->CSF1R",4,0,NA,0
8,"EVT","Hofbauer cells","CXCL12->CXCR4",4,0,NA,0
8,"EVT","Hofbauer cells","HLA-G->LILRB1",4,0,NA,0
8,"EVT","Hofbauer cells","HLA-G->LILRB2",4,0,NA,0
8,"EVT","Hofbauer cells","LGALS9->HAVCR2",4,0,NA,0
8,"EVT","Hofbauer cells","PGF->FLT1",4,0,NA,0
8,"EVT","Hofbauer cells","TGFB1->TGFBR1",4,0,NA,0
8,"EVT","Hofbauer cells","TGFB1->TGFBR2",4,0,NA,0
8,"EVT","Hofbauer cells","VEGFA->KDR",4,0,NA,0
8,"EVT","STB","CSF1->CSF1R",4,0,NA,0
8,"EVT","STB","CXCL12->CXCR4",4,0,NA,0
8,"EVT","STB","HLA-G->LILRB1",4,0,NA,0
8,"EVT","STB","HLA-G->LILRB2",4,0,NA,0
8,"EVT","STB","LGALS9->HAVCR2",4,0,NA,0
8,"EVT","STB","PGF->FLT1",4,0,NA,0
8,"EVT","STB","TGFB1->TGFBR1",4,0,NA,0
8,"EVT","STB","TGFB1->TGFBR2",4,0,NA,0
8,"EVT","STB","VEGFA->KDR",4,0,NA,0
8,"EVT","STB-progenitor","CSF1->CSF1R",4,0,NA,0
8,"EVT","STB-progenitor","CXCL12->CXCR4",4,0,NA,0
8,"EVT","STB-progenitor","HLA-G->LILRB1",4,0,NA,0
8,"EVT","STB-progenitor","HLA-G->LILRB2",4,0,NA,0
8,"EVT","STB-progenitor","LGALS9->HAVCR2",4,0,NA,0
8,"EVT","STB-progenitor","PGF->FLT1",4,0,NA,0
8,"EVT","STB-progenitor","TGFB1->TGFBR1",4,0,NA,0
8,"EVT","STB-progenitor","TGFB1->TGFBR2",4,0,NA,0
8,"EVT","STB-progenitor","VEGFA->KDR",4,0,NA,0
8,"EVT","vCTB","CSF1->CSF1R",4,0,NA,0
8,"EVT","vCTB","CXCL12->CXCR4",4,0,NA,0
8,"EVT","vCTB","HLA-G->LILRB1",4,0,NA,0
8,"EVT","vCTB","HLA-G->LILRB2",4,0,NA,0
8,"EVT","vCTB","LGALS9->HAVCR2",4,0,NA,0
8,"EVT","vCTB","PGF->FLT1",4,0,NA,0
8,"EVT","vCTB","TGFB1->TGFBR1",4,0,NA,0
8,"EVT","vCTB","TGFB1->TGFBR2",4,0,NA,0
8,"EVT","vCTB","VEGFA->KDR",4,0,NA,0
8,"EVT","vCTB1","CSF1->CSF1R",4,0,NA,0
8,"EVT","vCTB1","CXCL12->CXCR4",4,0,NA,0
8,"EVT","vCTB1","HLA-G->LILRB1",4,0,NA,0
8,"EVT","vCTB1","HLA-G->LILRB2",4,0,NA,0
8,"EVT","vCTB1","LGALS9->HAVCR2",4,0,NA,0
8,"EVT","vCTB1","PGF->FLT1",4,0,NA,0
8,"EVT","vCTB1","TGFB1->TGFBR1",4,0,NA,0
8,"EVT","vCTB1","TGFB1->TGFBR2",4,0,NA,0
8,"EVT","vCTB1","VEGFA->KDR",4,0,NA,0
8,"EVT","vCTB2","CSF1->CSF1R",3,0,NA,0
8,"EVT","vCTB2","CXCL12->CXCR4",3,0,NA,0
8,"EVT","vCTB2","HLA-G->LILRB1",3,0,NA,0
8,"EVT","vCTB2","HLA-G->LILRB2",3,0,NA,0
8,"EVT","vCTB2","LGALS9->HAVCR2",3,0,NA,0
8,"EVT","vCTB2","PGF->FLT1",3,0,NA,0
8,"EVT","vCTB2","TGFB1->TGFBR1",3,0,NA,0
8,"EVT","vCTB2","TGFB1->TGFBR2",3,0,NA,0
8,"EVT","vCTB2","VEGFA->KDR",3,0,NA,0
8,"EVT-progenitor","EVT","CSF1->CSF1R",4,0,NA,0
8,"EVT-progenitor","EVT","CXCL12->CXCR4",4,0,NA,0
8,"EVT-progenitor","EVT","HLA-G->LILRB1",4,0,NA,0
8,"EVT-progenitor","EVT","HLA-G->LILRB2",4,0,NA,0
8,"EVT-progenitor","EVT","LGALS9->HAVCR2",4,0,NA,0
8,"EVT-progenitor","EVT","PGF->FLT1",4,0,NA,0
8,"EVT-progenitor","EVT","TGFB1->TGFBR1",4,0,NA,0
8,"EVT-progenitor","EVT","TGFB1->TGFBR2",4,0,NA,0
8,"EVT-progenitor","EVT","VEGFA->KDR",4,0,NA,0
8,"EVT-progenitor","EVT-progenitor","CSF1->CSF1R",4,0,NA,0
8,"EVT-progenitor","EVT-progenitor","CXCL12->CXCR4",4,0,NA,0
8,"EVT-progenitor","EVT-progenitor","HLA-G->LILRB1",4,0,NA,0
8,"EVT-progenitor","EVT-progenitor","HLA-G->LILRB2",4,0,NA,0
8,"EVT-progenitor","EVT-progenitor","LGALS9->HAVCR2",4,0,NA,0
8,"EVT-progenitor","EVT-progenitor","PGF->FLT1",4,0,NA,0
8,"EVT-progenitor","EVT-progenitor","TGFB1->TGFBR1",4,0,NA,0
8,"EVT-progenitor","EVT-progenitor","TGFB1->TGFBR2",4,0,NA,0
8,"EVT-progenitor","EVT-progenitor","VEGFA->KDR",4,0,NA,0
8,"EVT-progenitor","EVT3","CSF1->CSF1R",3,0,NA,0
8,"EVT-progenitor","EVT3","CXCL12->CXCR4",3,0,NA,0
8,"EVT-progenitor","EVT3","HLA-G->LILRB1",3,0,NA,0
8,"EVT-progenitor","EVT3","HLA-G->LILRB2",3,0,NA,0
8,"EVT-progenitor","EVT3","LGALS9->HAVCR2",3,0,NA,0
8,"EVT-progenitor","EVT3","PGF->FLT1",3,0,NA,0
8,"EVT-progenitor","EVT3","TGFB1->TGFBR1",3,0,NA,0
8,"EVT-progenitor","EVT3","TGFB1->TGFBR2",3,0,NA,0
8,"EVT-progenitor","EVT3","VEGFA->KDR",3,0,NA,0
8,"EVT-progenitor","Endothelial","CSF1->CSF1R",4,0,NA,0
8,"EVT-progenitor","Endothelial","CXCL12->CXCR4",4,0,NA,0
8,"EVT-progenitor","Endothelial","HLA-G->LILRB1",4,0,NA,0
8,"EVT-progenitor","Endothelial","HLA-G->LILRB2",4,0,NA,0
8,"EVT-progenitor","Endothelial","LGALS9->HAVCR2",4,0,NA,0
8,"EVT-progenitor","Endothelial","PGF->FLT1",4,0,NA,0
8,"EVT-progenitor","Endothelial","TGFB1->TGFBR1",4,0,NA,0
8,"EVT-progenitor","Endothelial","TGFB1->TGFBR2",4,0,NA,0
8,"EVT-progenitor","Endothelial","VEGFA->KDR",4,0,NA,0
8,"EVT-progenitor","Erythroblasts","CSF1->CSF1R",4,0,NA,0
8,"EVT-progenitor","Erythroblasts","CXCL12->CXCR4",4,0,NA,0
8,"EVT-progenitor","Erythroblasts","HLA-G->LILRB1",4,0,NA,0
8,"EVT-progenitor","Erythroblasts","HLA-G->LILRB2",4,0,NA,0
8,"EVT-progenitor","Erythroblasts","LGALS9->HAVCR2",4,0,NA,0
8,"EVT-progenitor","Erythroblasts","PGF->FLT1",4,0,NA,0
8,"EVT-progenitor","Erythroblasts","TGFB1->TGFBR1",4,0,NA,0
8,"EVT-progenitor","Erythroblasts","TGFB1->TGFBR2",4,0,NA,0
8,"EVT-progenitor","Erythroblasts","VEGFA->KDR",4,0,NA,0
8,"EVT-progenitor","FIB1","CSF1->CSF1R",4,0,NA,0
8,"EVT-progenitor","FIB1","CXCL12->CXCR4",4,0,NA,0
8,"EVT-progenitor","FIB1","HLA-G->LILRB1",4,0,NA,0
8,"EVT-progenitor","FIB1","HLA-G->LILRB2",4,0,NA,0
8,"EVT-progenitor","FIB1","LGALS9->HAVCR2",4,0,NA,0
8,"EVT-progenitor","FIB1","PGF->FLT1",4,0,NA,0
8,"EVT-progenitor","FIB1","TGFB1->TGFBR1",4,0,NA,0
8,"EVT-progenitor","FIB1","TGFB1->TGFBR2",4,0,NA,0
8,"EVT-progenitor","FIB1","VEGFA->KDR",4,0,NA,0
8,"EVT-progenitor","FIB2","CSF1->CSF1R",4,0,NA,0
8,"EVT-progenitor","FIB2","CXCL12->CXCR4",4,0,NA,0
8,"EVT-progenitor","FIB2","HLA-G->LILRB1",4,0,NA,0
8,"EVT-progenitor","FIB2","HLA-G->LILRB2",4,0,NA,0
8,"EVT-progenitor","FIB2","LGALS9->HAVCR2",4,0,NA,0
8,"EVT-progenitor","FIB2","PGF->FLT1",4,0,NA,0
8,"EVT-progenitor","FIB2","TGFB1->TGFBR1",4,0,NA,0
8,"EVT-progenitor","FIB2","TGFB1->TGFBR2",4,0,NA,0
8,"EVT-progenitor","FIB2","VEGFA->KDR",4,0,NA,0
8,"EVT-progenitor","Hofbauer cells","CSF1->CSF1R",4,0,NA,0
8,"EVT-progenitor","Hofbauer cells","CXCL12->CXCR4",4,0,NA,0
8,"EVT-progenitor","Hofbauer cells","HLA-G->LILRB1",4,0,NA,0
8,"EVT-progenitor","Hofbauer cells","HLA-G->LILRB2",4,0,NA,0
8,"EVT-progenitor","Hofbauer cells","LGALS9->HAVCR2",4,0,NA,0
8,"EVT-progenitor","Hofbauer cells","PGF->FLT1",4,0,NA,0
8,"EVT-progenitor","Hofbauer cells","TGFB1->TGFBR1",4,0,NA,0
8,"EVT-progenitor","Hofbauer cells","TGFB1->TGFBR2",4,0,NA,0
8,"EVT-progenitor","Hofbauer cells","VEGFA->KDR",4,0,NA,0
8,"EVT-progenitor","STB","CSF1->CSF1R",4,0,NA,0
8,"EVT-progenitor","STB","CXCL12->CXCR4",4,0,NA,0
8,"EVT-progenitor","STB","HLA-G->LILRB1",4,0,NA,0
8,"EVT-progenitor","STB","HLA-G->LILRB2",4,0,NA,0
8,"EVT-progenitor","STB","LGALS9->HAVCR2",4,0,NA,0
8,"EVT-progenitor","STB","PGF->FLT1",4,0,NA,0
8,"EVT-progenitor","STB","TGFB1->TGFBR1",4,0,NA,0
8,"EVT-progenitor","STB","TGFB1->TGFBR2",4,0,NA,0
8,"EVT-progenitor","STB","VEGFA->KDR",4,0,NA,0
8,"EVT-progenitor","STB-progenitor","CSF1->CSF1R",4,0,NA,0
8,"EVT-progenitor","STB-progenitor","CXCL12->CXCR4",4,0,NA,0
8,"EVT-progenitor","STB-progenitor","HLA-G->LILRB1",4,0,NA,0
8,"EVT-progenitor","STB-progenitor","HLA-G->LILRB2",4,0,NA,0
8,"EVT-progenitor","STB-progenitor","LGALS9->HAVCR2",4,0,NA,0
8,"EVT-progenitor","STB-progenitor","PGF->FLT1",4,0,NA,0
8,"EVT-progenitor","STB-progenitor","TGFB1->TGFBR1",4,0,NA,0
8,"EVT-progenitor","STB-progenitor","TGFB1->TGFBR2",4,0,NA,0
8,"EVT-progenitor","STB-progenitor","VEGFA->KDR",4,0,NA,0
8,"EVT-progenitor","vCTB","CSF1->CSF1R",4,0,NA,0
8,"EVT-progenitor","vCTB","CXCL12->CXCR4",4,0,NA,0
8,"EVT-progenitor","vCTB","HLA-G->LILRB1",4,0,NA,0
8,"EVT-progenitor","vCTB","HLA-G->LILRB2",4,0,NA,0
8,"EVT-progenitor","vCTB","LGALS9->HAVCR2",4,0,NA,0
8,"EVT-progenitor","vCTB","PGF->FLT1",4,0,NA,0
8,"EVT-progenitor","vCTB","TGFB1->TGFBR1",4,0,NA,0
8,"EVT-progenitor","vCTB","TGFB1->TGFBR2",4,0,NA,0
8,"EVT-progenitor","vCTB","VEGFA->KDR",4,0,NA,0
8,"EVT-progenitor","vCTB1","CSF1->CSF1R",4,0,NA,0
8,"EVT-progenitor","vCTB1","CXCL12->CXCR4",4,0,NA,0
8,"EVT-progenitor","vCTB1","HLA-G->LILRB1",4,0,NA,0
8,"EVT-progenitor","vCTB1","HLA-G->LILRB2",4,0,NA,0
8,"EVT-progenitor","vCTB1","LGALS9->HAVCR2",4,0,NA,0
8,"EVT-progenitor","vCTB1","PGF->FLT1",4,0,NA,0
8,"EVT-progenitor","vCTB1","TGFB1->TGFBR1",4,0,NA,0
8,"EVT-progenitor","vCTB1","TGFB1->TGFBR2",4,0,NA,0
8,"EVT-progenitor","vCTB1","VEGFA->KDR",4,0,NA,0
8,"EVT-progenitor","vCTB2","CSF1->CSF1R",1,0,NA,0
8,"EVT-progenitor","vCTB2","CXCL12->CXCR4",1,0,NA,0
8,"EVT-progenitor","vCTB2","HLA-G->LILRB1",1,0,NA,0
8,"EVT-progenitor","vCTB2","HLA-G->LILRB2",1,0,NA,0
8,"EVT-progenitor","vCTB2","LGALS9->HAVCR2",1,0,NA,0
8,"EVT-progenitor","vCTB2","PGF->FLT1",1,0,NA,0
8,"EVT-progenitor","vCTB2","TGFB1->TGFBR1",1,0,NA,0
8,"EVT-progenitor","vCTB2","TGFB1->TGFBR2",1,0,NA,0
8,"EVT-progenitor","vCTB2","VEGFA->KDR",1,0,NA,0
8,"EVT-progenitor","vCTBp","CSF1->CSF1R",1,0,NA,0
8,"EVT-progenitor","vCTBp","CXCL12->CXCR4",1,0,NA,0
8,"EVT-progenitor","vCTBp","HLA-G->LILRB1",1,0,NA,0
8,"EVT-progenitor","vCTBp","HLA-G->LILRB2",1,0,NA,0
8,"EVT-progenitor","vCTBp","LGALS9->HAVCR2",1,0,NA,0
8,"EVT-progenitor","vCTBp","PGF->FLT1",1,0,NA,0
8,"EVT-progenitor","vCTBp","TGFB1->TGFBR1",1,0,NA,0
8,"EVT-progenitor","vCTBp","TGFB1->TGFBR2",1,0,NA,0
8,"EVT-progenitor","vCTBp","VEGFA->KDR",1,0,NA,0
8,"EVT3","EVT","CSF1->CSF1R",3,0,NA,0
8,"EVT3","EVT","CXCL12->CXCR4",3,0,NA,0
8,"EVT3","EVT","HLA-G->LILRB1",3,0,NA,0
8,"EVT3","EVT","HLA-G->LILRB2",3,0,NA,0
8,"EVT3","EVT","LGALS9->HAVCR2",3,0,NA,0
8,"EVT3","EVT","PGF->FLT1",3,0,NA,0
8,"EVT3","EVT","TGFB1->TGFBR1",3,0,NA,0
8,"EVT3","EVT","TGFB1->TGFBR2",3,0,NA,0
8,"EVT3","EVT","VEGFA->KDR",3,0,NA,0
8,"EVT3","EVT-progenitor","CSF1->CSF1R",4,0,NA,0
8,"EVT3","EVT-progenitor","CXCL12->CXCR4",4,0,NA,0
8,"EVT3","EVT-progenitor","HLA-G->LILRB1",4,0,NA,0
8,"EVT3","EVT-progenitor","HLA-G->LILRB2",4,0,NA,0
8,"EVT3","EVT-progenitor","LGALS9->HAVCR2",4,0,NA,0
8,"EVT3","EVT-progenitor","PGF->FLT1",4,0,NA,0
8,"EVT3","EVT-progenitor","TGFB1->TGFBR1",4,0,NA,0
8,"EVT3","EVT-progenitor","TGFB1->TGFBR2",4,0,NA,0
8,"EVT3","EVT-progenitor","VEGFA->KDR",4,0,NA,0
8,"EVT3","EVT3","CSF1->CSF1R",1,0,NA,0
8,"EVT3","EVT3","CXCL12->CXCR4",1,0,NA,0
8,"EVT3","EVT3","HLA-G->LILRB1",1,0,NA,0
8,"EVT3","EVT3","HLA-G->LILRB2",1,0,NA,0
8,"EVT3","EVT3","LGALS9->HAVCR2",1,0,NA,0
8,"EVT3","EVT3","PGF->FLT1",1,0,NA,0
8,"EVT3","EVT3","TGFB1->TGFBR1",1,0,NA,0
8,"EVT3","EVT3","TGFB1->TGFBR2",1,0,NA,0
8,"EVT3","EVT3","VEGFA->KDR",1,0,NA,0
8,"EVT3","Endothelial","CSF1->CSF1R",4,0,NA,0
8,"EVT3","Endothelial","CXCL12->CXCR4",4,0,NA,0
8,"EVT3","Endothelial","HLA-G->LILRB1",4,0,NA,0
8,"EVT3","Endothelial","HLA-G->LILRB2",4,0,NA,0
8,"EVT3","Endothelial","LGALS9->HAVCR2",4,0,NA,0
8,"EVT3","Endothelial","PGF->FLT1",4,0,NA,0
8,"EVT3","Endothelial","TGFB1->TGFBR1",4,0,NA,0
8,"EVT3","Endothelial","TGFB1->TGFBR2",4,0,NA,0
8,"EVT3","Endothelial","VEGFA->KDR",4,0,NA,0
8,"EVT3","Erythroblasts","CSF1->CSF1R",4,0,NA,0
8,"EVT3","Erythroblasts","CXCL12->CXCR4",4,0,NA,0
8,"EVT3","Erythroblasts","HLA-G->LILRB1",4,0,NA,0
8,"EVT3","Erythroblasts","HLA-G->LILRB2",4,0,NA,0
8,"EVT3","Erythroblasts","LGALS9->HAVCR2",4,0,NA,0
8,"EVT3","Erythroblasts","PGF->FLT1",4,0,NA,0
8,"EVT3","Erythroblasts","TGFB1->TGFBR1",4,0,NA,0
8,"EVT3","Erythroblasts","TGFB1->TGFBR2",4,0,NA,0
8,"EVT3","Erythroblasts","VEGFA->KDR",4,0,NA,0
8,"EVT3","FIB1","CSF1->CSF1R",4,0,NA,0
8,"EVT3","FIB1","CXCL12->CXCR4",4,0,NA,0
8,"EVT3","FIB1","HLA-G->LILRB1",4,0,NA,0
8,"EVT3","FIB1","HLA-G->LILRB2",4,0,NA,0
8,"EVT3","FIB1","LGALS9->HAVCR2",4,0,NA,0
8,"EVT3","FIB1","PGF->FLT1",4,0,NA,0
8,"EVT3","FIB1","TGFB1->TGFBR1",4,0,NA,0
8,"EVT3","FIB1","TGFB1->TGFBR2",4,0,NA,0
8,"EVT3","FIB1","VEGFA->KDR",4,0,NA,0
8,"EVT3","FIB2","CSF1->CSF1R",4,0,NA,0
8,"EVT3","FIB2","CXCL12->CXCR4",4,0,NA,0
8,"EVT3","FIB2","HLA-G->LILRB1",4,0,NA,0
8,"EVT3","FIB2","HLA-G->LILRB2",4,0,NA,0
8,"EVT3","FIB2","LGALS9->HAVCR2",4,0,NA,0
8,"EVT3","FIB2","PGF->FLT1",4,0,NA,0
8,"EVT3","FIB2","TGFB1->TGFBR1",4,0,NA,0
8,"EVT3","FIB2","TGFB1->TGFBR2",4,0,NA,0
8,"EVT3","FIB2","VEGFA->KDR",4,0,NA,0
8,"EVT3","Hofbauer cells","CSF1->CSF1R",4,0,NA,0
8,"EVT3","Hofbauer cells","CXCL12->CXCR4",4,0,NA,0
8,"EVT3","Hofbauer cells","HLA-G->LILRB1",4,0,NA,0
8,"EVT3","Hofbauer cells","HLA-G->LILRB2",4,0,NA,0
8,"EVT3","Hofbauer cells","LGALS9->HAVCR2",4,0,NA,0
8,"EVT3","Hofbauer cells","PGF->FLT1",4,0,NA,0
8,"EVT3","Hofbauer cells","TGFB1->TGFBR1",4,0,NA,0
8,"EVT3","Hofbauer cells","TGFB1->TGFBR2",4,0,NA,0
8,"EVT3","Hofbauer cells","VEGFA->KDR",4,0,NA,0
8,"EVT3","STB","CSF1->CSF1R",4,0,NA,0
8,"EVT3","STB","CXCL12->CXCR4",4,0,NA,0
8,"EVT3","STB","HLA-G->LILRB1",4,0,NA,0
8,"EVT3","STB","HLA-G->LILRB2",4,0,NA,0
8,"EVT3","STB","LGALS9->HAVCR2",4,0,NA,0
8,"EVT3","STB","PGF->FLT1",4,0,NA,0
8,"EVT3","STB","TGFB1->TGFBR1",4,0,NA,0
8,"EVT3","STB","TGFB1->TGFBR2",4,0,NA,0
8,"EVT3","STB","VEGFA->KDR",4,0,NA,0
8,"EVT3","STB-progenitor","CSF1->CSF1R",3,0,NA,0
8,"EVT3","STB-progenitor","CXCL12->CXCR4",3,0,NA,0
8,"EVT3","STB-progenitor","HLA-G->LILRB1",3,0,NA,0
8,"EVT3","STB-progenitor","HLA-G->LILRB2",3,0,NA,0
8,"EVT3","STB-progenitor","LGALS9->HAVCR2",3,0,NA,0
8,"EVT3","STB-progenitor","PGF->FLT1",3,0,NA,0
8,"EVT3","STB-progenitor","TGFB1->TGFBR1",3,0,NA,0
8,"EVT3","STB-progenitor","TGFB1->TGFBR2",3,0,NA,0
8,"EVT3","STB-progenitor","VEGFA->KDR",3,0,NA,0
8,"EVT3","vCTB","CSF1->CSF1R",4,0,NA,0
8,"EVT3","vCTB","CXCL12->CXCR4",4,0,NA,0
8,"EVT3","vCTB","HLA-G->LILRB1",4,0,NA,0
8,"EVT3","vCTB","HLA-G->LILRB2",4,0,NA,0
8,"EVT3","vCTB","LGALS9->HAVCR2",4,0,NA,0
8,"EVT3","vCTB","PGF->FLT1",4,0,NA,0
8,"EVT3","vCTB","TGFB1->TGFBR1",4,0,NA,0
8,"EVT3","vCTB","TGFB1->TGFBR2",4,0,NA,0
8,"EVT3","vCTB","VEGFA->KDR",4,0,NA,0
8,"EVT3","vCTB2","CSF1->CSF1R",1,0,NA,0
8,"EVT3","vCTB2","CXCL12->CXCR4",1,0,NA,0
8,"EVT3","vCTB2","HLA-G->LILRB1",1,0,NA,0
8,"EVT3","vCTB2","HLA-G->LILRB2",1,0,NA,0
8,"EVT3","vCTB2","LGALS9->HAVCR2",1,0,NA,0
8,"EVT3","vCTB2","PGF->FLT1",1,0,NA,0
8,"EVT3","vCTB2","TGFB1->TGFBR1",1,0,NA,0
8,"EVT3","vCTB2","TGFB1->TGFBR2",1,0,NA,0
8,"EVT3","vCTB2","VEGFA->KDR",1,0,NA,0
8,"Endothelial","EVT","CSF1->CSF1R",4,0,NA,0
8,"Endothelial","EVT","CXCL12->CXCR4",4,0,NA,0
8,"Endothelial","EVT","HLA-G->LILRB1",4,0,NA,0
8,"Endothelial","EVT","HLA-G->LILRB2",4,0,NA,0
8,"Endothelial","EVT","LGALS9->HAVCR2",4,0,NA,0
8,"Endothelial","EVT","PGF->FLT1",4,0,NA,0
8,"Endothelial","EVT","TGFB1->TGFBR1",4,0,NA,0
8,"Endothelial","EVT","TGFB1->TGFBR2",4,0,NA,0
8,"Endothelial","EVT","VEGFA->KDR",4,0,NA,0
8,"Endothelial","EVT-progenitor","CSF1->CSF1R",4,0,NA,0
8,"Endothelial","EVT-progenitor","CXCL12->CXCR4",4,0,NA,0
8,"Endothelial","EVT-progenitor","HLA-G->LILRB1",4,0,NA,0
8,"Endothelial","EVT-progenitor","HLA-G->LILRB2",4,0,NA,0
8,"Endothelial","EVT-progenitor","LGALS9->HAVCR2",4,0,NA,0
8,"Endothelial","EVT-progenitor","PGF->FLT1",4,0,NA,0
8,"Endothelial","EVT-progenitor","TGFB1->TGFBR1",4,0,NA,0
8,"Endothelial","EVT-progenitor","TGFB1->TGFBR2",4,0,NA,0
8,"Endothelial","EVT-progenitor","VEGFA->KDR",4,0,NA,0
8,"Endothelial","EVT3","CSF1->CSF1R",4,0,NA,0
8,"Endothelial","EVT3","CXCL12->CXCR4",4,0,NA,0
8,"Endothelial","EVT3","HLA-G->LILRB1",4,0,NA,0
8,"Endothelial","EVT3","HLA-G->LILRB2",4,0,NA,0
8,"Endothelial","EVT3","LGALS9->HAVCR2",4,0,NA,0
8,"Endothelial","EVT3","PGF->FLT1",4,0,NA,0
8,"Endothelial","EVT3","TGFB1->TGFBR1",4,0,NA,0
8,"Endothelial","EVT3","TGFB1->TGFBR2",4,0,NA,0
8,"Endothelial","EVT3","VEGFA->KDR",4,0,NA,0
8,"Endothelial","Endothelial","CSF1->CSF1R",4,0,NA,0
8,"Endothelial","Endothelial","CXCL12->CXCR4",4,0,NA,0
8,"Endothelial","Endothelial","HLA-G->LILRB1",4,0,NA,0
8,"Endothelial","Endothelial","HLA-G->LILRB2",4,0,NA,0
8,"Endothelial","Endothelial","LGALS9->HAVCR2",4,0,NA,0
8,"Endothelial","Endothelial","PGF->FLT1",4,0,NA,0
8,"Endothelial","Endothelial","TGFB1->TGFBR1",4,0,NA,0
8,"Endothelial","Endothelial","TGFB1->TGFBR2",4,0,NA,0
8,"Endothelial","Endothelial","VEGFA->KDR",4,0,NA,0
8,"Endothelial","Erythroblasts","CSF1->CSF1R",4,0,NA,0
